method,split,seed,success,success_ci95,precondition_violation,precondition_violation_ci95,belief_ece,belief_ece_ci95,recovery_success,recovery_success_ci95,damage_rate,damage_rate_ci95,wasted_action,wasted_action_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups,regret_to_oracle
contingent_pomdp_tamp,nominal,0,0.5969,0.0171,0.069,0.0064,0.0666,0.0032,0.4636,0.0034,0.0427,0.0025,0.0769,0.0056,0.2811,0.0011,0.53,0.0025,35,0.133
contingent_pomdp_tamp,nominal,1,0.5871,0.0177,0.0693,0.0065,0.0651,0.0031,0.4669,0.0028,0.0438,0.0023,0.0776,0.0049,0.2811,0.0011,0.5312,0.0032,35,0.1435
contingent_pomdp_tamp,nominal,2,0.5935,0.0196,0.069,0.0064,0.0651,0.0034,0.4618,0.0031,0.043,0.0022,0.0752,0.0055,0.2811,0.0011,0.5328,0.0028,35,0.1531
contingent_pomdp_tamp,nominal,3,0.5925,0.0141,0.0688,0.0062,0.0674,0.0035,0.4624,0.0035,0.0434,0.0018,0.0768,0.0052,0.2811,0.0011,0.5323,0.0026,35,0.1384
contingent_pomdp_tamp,nominal,4,0.5796,0.0185,0.0701,0.0066,0.0655,0.0032,0.4666,0.0039,0.0417,0.0022,0.0769,0.0053,0.2811,0.0011,0.5326,0.0023,35,0.1582
contingent_pomdp_tamp,nominal,5,0.5697,0.0162,0.0686,0.0068,0.0691,0.0034,0.4649,0.0024,0.0424,0.0023,0.0758,0.0052,0.2811,0.0011,0.5317,0.0028,35,0.1673
contingent_pomdp_tamp,nominal,6,0.5891,0.014,0.0696,0.0066,0.0662,0.0033,0.4653,0.0032,0.0419,0.0021,0.0755,0.0055,0.2811,0.0011,0.5333,0.0027,35,0.1425
contingent_pomdp_tamp,seen_shift,0,0.5551,0.0173,0.0808,0.0084,0.0784,0.004,0.4609,0.004,0.0482,0.0026,0.083,0.0065,0.2915,0.0013,0.5178,0.0027,35,0.1371
contingent_pomdp_tamp,seen_shift,1,0.5534,0.0203,0.0811,0.0077,0.0791,0.004,0.463,0.0037,0.0502,0.0024,0.084,0.0062,0.2915,0.0013,0.5199,0.0028,35,0.1514
contingent_pomdp_tamp,seen_shift,2,0.5442,0.0216,0.0791,0.0078,0.0779,0.0043,0.4653,0.0038,0.0496,0.0026,0.0836,0.006,0.2915,0.0013,0.5177,0.0025,35,0.1609
contingent_pomdp_tamp,seen_shift,3,0.5571,0.0187,0.0801,0.0078,0.0779,0.0041,0.4637,0.004,0.0489,0.0026,0.0837,0.0058,0.2915,0.0013,0.5209,0.0025,35,0.1401
contingent_pomdp_tamp,seen_shift,4,0.5582,0.0208,0.081,0.0084,0.0773,0.0039,0.464,0.0046,0.0497,0.0026,0.084,0.0061,0.2915,0.0013,0.5212,0.0027,35,0.1541
contingent_pomdp_tamp,seen_shift,5,0.5544,0.0173,0.0807,0.0085,0.0791,0.0039,0.4643,0.0038,0.0489,0.0027,0.084,0.0062,0.2915,0.0013,0.5203,0.0023,35,0.1646
contingent_pomdp_tamp,seen_shift,6,0.5544,0.0231,0.0805,0.0081,0.0785,0.004,0.4661,0.0039,0.0503,0.0025,0.0852,0.006,0.2915,0.0013,0.5194,0.0021,35,0.1425
contingent_pomdp_tamp,unseen_object,0,0.5333,0.0227,0.089,0.0091,0.0847,0.0045,0.462,0.0029,0.0523,0.0032,0.0922,0.0072,0.297,0.0015,0.5132,0.0028,35,0.1585
contingent_pomdp_tamp,unseen_object,1,0.5316,0.0209,0.0906,0.0094,0.0858,0.0045,0.4607,0.0033,0.0529,0.0029,0.0917,0.0067,0.297,0.0015,0.5149,0.0028,35,0.1418
contingent_pomdp_tamp,unseen_object,2,0.5517,0.0147,0.0924,0.0091,0.0869,0.0044,0.4646,0.0035,0.0534,0.0033,0.0928,0.0077,0.297,0.0015,0.5151,0.0031,35,0.1568
contingent_pomdp_tamp,unseen_object,3,0.5344,0.0254,0.0895,0.009,0.0855,0.0046,0.4649,0.0038,0.0535,0.0029,0.0922,0.007,0.297,0.0015,0.5145,0.0023,35,0.1483
contingent_pomdp_tamp,unseen_object,4,0.5218,0.0227,0.0899,0.0091,0.0857,0.0046,0.4647,0.0037,0.0524,0.0027,0.0925,0.0075,0.297,0.0015,0.5164,0.0027,35,0.1616
contingent_pomdp_tamp,unseen_object,5,0.5303,0.0174,0.0909,0.0093,0.0867,0.0042,0.462,0.0042,0.0523,0.0029,0.0908,0.0071,0.297,0.0015,0.5117,0.002,35,0.1687
contingent_pomdp_tamp,unseen_object,6,0.5255,0.0219,0.0917,0.0091,0.0851,0.0043,0.4655,0.0035,0.0527,0.0036,0.0931,0.0072,0.297,0.0015,0.5124,0.003,35,0.1701
contingent_pomdp_tamp,unseen_contact,0,0.517,0.02,0.0957,0.0095,0.0942,0.0046,0.4628,0.0034,0.055,0.0028,0.0919,0.0077,0.3013,0.0016,0.5098,0.0031,35,0.1626
contingent_pomdp_tamp,unseen_contact,1,0.5048,0.0197,0.0968,0.0099,0.0929,0.0051,0.4615,0.0038,0.0554,0.0031,0.0929,0.0073,0.3013,0.0016,0.5071,0.0025,35,0.1755
contingent_pomdp_tamp,unseen_contact,2,0.5112,0.0225,0.0947,0.0095,0.094,0.0051,0.4616,0.0032,0.0545,0.0028,0.0926,0.0069,0.3013,0.0016,0.5102,0.0026,35,0.1677
contingent_pomdp_tamp,unseen_contact,3,0.5068,0.0183,0.0963,0.0099,0.0947,0.0047,0.4602,0.0038,0.0553,0.0032,0.0925,0.007,0.3013,0.0016,0.5091,0.0027,35,0.1752
contingent_pomdp_tamp,unseen_contact,4,0.5126,0.0188,0.0967,0.0097,0.0944,0.0044,0.4649,0.0037,0.0546,0.0031,0.0926,0.0068,0.3013,0.0016,0.5113,0.0022,35,0.1575
contingent_pomdp_tamp,unseen_contact,5,0.5105,0.0224,0.0971,0.0101,0.0932,0.0044,0.4634,0.0032,0.0555,0.0029,0.093,0.0076,0.3013,0.0016,0.5089,0.0023,35,0.1857
contingent_pomdp_tamp,unseen_contact,6,0.5054,0.017,0.0956,0.0095,0.0922,0.0047,0.4654,0.0034,0.0546,0.0032,0.091,0.0077,0.3013,0.0016,0.5079,0.0026,35,0.1741
contingent_pomdp_tamp,combined_stress,0,0.4861,0.0198,0.1079,0.0111,0.1082,0.0053,0.4563,0.0034,0.0601,0.0034,0.1026,0.0087,0.3109,0.0019,0.5001,0.0025,35,0.1677
contingent_pomdp_tamp,combined_stress,1,0.4884,0.0212,0.1078,0.011,0.1067,0.005,0.4615,0.0038,0.059,0.0033,0.1031,0.0086,0.3109,0.0019,0.4981,0.0029,35,0.1636
contingent_pomdp_tamp,combined_stress,2,0.4701,0.0183,0.106,0.0106,0.1069,0.0054,0.4617,0.0035,0.061,0.0037,0.1029,0.0084,0.3109,0.0019,0.5016,0.0022,35,0.181
contingent_pomdp_tamp,combined_stress,3,0.4741,0.0206,0.1069,0.0111,0.1075,0.0059,0.4603,0.004,0.0597,0.0032,0.1033,0.0091,0.3109,0.0019,0.4976,0.0025,35,0.1895
contingent_pomdp_tamp,combined_stress,4,0.4796,0.017,0.1077,0.0113,0.1077,0.0058,0.4605,0.0035,0.0602,0.0032,0.1016,0.0084,0.3109,0.0019,0.5,0.0035,35,0.1776
contingent_pomdp_tamp,combined_stress,5,0.4898,0.0222,0.1075,0.0113,0.1071,0.0051,0.4627,0.0043,0.0608,0.0037,0.1028,0.0091,0.3109,0.0019,0.4975,0.0027,35,0.1643
contingent_pomdp_tamp,combined_stress,6,0.4704,0.0178,0.1098,0.0112,0.1085,0.0055,0.4616,0.0039,0.0606,0.0031,0.1024,0.0086,0.3109,0.0019,0.497,0.0026,35,0.1871
proposed_contact_belief_tamp,nominal,0,0.6449,0.0201,0.0386,0.0037,0.0462,0.0022,0.5614,0.0031,0.0369,0.0017,0.0586,0.0034,0.1837,0.0011,0.6527,0.0021,35,0.085
proposed_contact_belief_tamp,nominal,1,0.6537,0.0163,0.0371,0.0037,0.048,0.002,0.5633,0.0034,0.0369,0.0016,0.058,0.0031,0.1837,0.0011,0.6512,0.0026,35,0.0769
proposed_contact_belief_tamp,nominal,2,0.6439,0.0171,0.0368,0.0041,0.0464,0.0021,0.5672,0.004,0.0387,0.0018,0.0589,0.0037,0.1837,0.0011,0.6503,0.0025,35,0.1027
proposed_contact_belief_tamp,nominal,3,0.6401,0.0171,0.037,0.004,0.0472,0.0018,0.5628,0.0031,0.0374,0.0019,0.0589,0.0025,0.1837,0.0011,0.6521,0.0031,35,0.0908
proposed_contact_belief_tamp,nominal,4,0.6296,0.0181,0.0371,0.0038,0.0471,0.002,0.5673,0.0029,0.0376,0.0014,0.0607,0.003,0.1837,0.0011,0.6497,0.0024,35,0.1082
proposed_contact_belief_tamp,nominal,5,0.6473,0.0197,0.0371,0.0038,0.0462,0.0023,0.5659,0.0034,0.0379,0.0016,0.0625,0.0029,0.1837,0.0011,0.6501,0.0026,35,0.0898
proposed_contact_belief_tamp,nominal,6,0.6429,0.0148,0.0368,0.0045,0.0467,0.0015,0.5634,0.0036,0.0374,0.002,0.0594,0.0033,0.1837,0.0011,0.6541,0.0022,35,0.0888
proposed_contact_belief_tamp,seen_shift,0,0.5966,0.0183,0.0436,0.004,0.0547,0.002,0.5593,0.0036,0.0406,0.002,0.0654,0.0038,0.1941,0.0013,0.6351,0.0029,35,0.0956
proposed_contact_belief_tamp,seen_shift,1,0.602,0.0177,0.0426,0.0049,0.0531,0.0021,0.5616,0.0036,0.0422,0.0018,0.0654,0.004,0.1941,0.0013,0.6387,0.0027,35,0.1027
proposed_contact_belief_tamp,seen_shift,2,0.6194,0.022,0.0427,0.0045,0.0528,0.0022,0.5641,0.0038,0.0412,0.0018,0.0649,0.0037,0.1941,0.0013,0.6401,0.0025,35,0.0857
proposed_contact_belief_tamp,seen_shift,3,0.6112,0.0181,0.0431,0.0046,0.0533,0.0024,0.5639,0.0035,0.0406,0.0018,0.0627,0.0037,0.1941,0.0013,0.6385,0.0023,35,0.0861
proposed_contact_belief_tamp,seen_shift,4,0.5959,0.0191,0.0449,0.0041,0.0522,0.0017,0.5607,0.0034,0.0404,0.0017,0.0626,0.0039,0.1941,0.0013,0.6389,0.0027,35,0.1163
proposed_contact_belief_tamp,seen_shift,5,0.619,0.0208,0.043,0.0042,0.0519,0.0023,0.5645,0.0029,0.0409,0.0019,0.064,0.0042,0.1941,0.0013,0.6377,0.0025,35,0.1
proposed_contact_belief_tamp,seen_shift,6,0.6027,0.0189,0.0412,0.0044,0.0532,0.0025,0.5654,0.0037,0.0414,0.002,0.0649,0.004,0.1941,0.0013,0.637,0.0026,35,0.0942
proposed_contact_belief_tamp,unseen_object,0,0.5867,0.0194,0.0477,0.0049,0.0565,0.0019,0.5617,0.004,0.0421,0.0019,0.0707,0.0041,0.1996,0.0015,0.6343,0.0027,35,0.1051
proposed_contact_belief_tamp,unseen_object,1,0.6003,0.0154,0.0481,0.0056,0.056,0.002,0.56,0.0039,0.0428,0.0019,0.0689,0.0043,0.1996,0.0015,0.6339,0.0032,35,0.0731
proposed_contact_belief_tamp,unseen_object,2,0.5949,0.0156,0.0473,0.0047,0.0556,0.0022,0.5636,0.0036,0.0433,0.0018,0.0696,0.0046,0.1996,0.0015,0.6326,0.0023,35,0.1136
proposed_contact_belief_tamp,unseen_object,3,0.5884,0.0141,0.0467,0.005,0.0575,0.0022,0.5647,0.0036,0.0435,0.0021,0.0705,0.0041,0.1996,0.0015,0.6324,0.0031,35,0.0942
proposed_contact_belief_tamp,unseen_object,4,0.6092,0.017,0.0484,0.0054,0.0566,0.0024,0.5655,0.0033,0.0423,0.002,0.0692,0.0046,0.1996,0.0015,0.6317,0.0028,35,0.0741
proposed_contact_belief_tamp,unseen_object,5,0.5905,0.0209,0.0485,0.0052,0.0571,0.0026,0.5641,0.0042,0.0431,0.0014,0.0704,0.0045,0.1996,0.0015,0.6325,0.0023,35,0.1085
proposed_contact_belief_tamp,unseen_object,6,0.5871,0.0159,0.0482,0.0054,0.0574,0.0024,0.5648,0.0042,0.0433,0.0023,0.0705,0.0043,0.1996,0.0015,0.6337,0.0023,35,0.1085
proposed_contact_belief_tamp,unseen_contact,0,0.5837,0.022,0.0518,0.0053,0.0612,0.0026,0.5593,0.0033,0.0445,0.002,0.0697,0.0045,0.2039,0.0016,0.6302,0.0027,35,0.0959
proposed_contact_belief_tamp,unseen_contact,1,0.5687,0.0204,0.0518,0.0062,0.0607,0.0025,0.5624,0.0029,0.0445,0.0019,0.0669,0.0042,0.2039,0.0016,0.6283,0.0028,35,0.1116
proposed_contact_belief_tamp,unseen_contact,2,0.5769,0.0176,0.0527,0.0057,0.06,0.0028,0.5643,0.003,0.0445,0.0023,0.067,0.0041,0.2039,0.0016,0.6272,0.0026,35,0.102
proposed_contact_belief_tamp,unseen_contact,3,0.5769,0.0194,0.0535,0.0056,0.0604,0.0023,0.561,0.0035,0.0443,0.0019,0.0691,0.0045,0.2039,0.0016,0.63,0.0026,35,0.1051
proposed_contact_belief_tamp,unseen_contact,4,0.5847,0.0201,0.05,0.0058,0.0606,0.0021,0.5626,0.0041,0.0444,0.0022,0.0675,0.0046,0.2039,0.0016,0.6297,0.0023,35,0.0854
proposed_contact_belief_tamp,unseen_contact,5,0.5901,0.016,0.0514,0.0054,0.0597,0.0023,0.5598,0.0038,0.0448,0.0019,0.0684,0.0044,0.2039,0.0016,0.6311,0.0025,35,0.1061
proposed_contact_belief_tamp,unseen_contact,6,0.5789,0.0196,0.0509,0.005,0.0621,0.0025,0.562,0.0038,0.0433,0.0023,0.0679,0.0043,0.2039,0.0016,0.629,0.0031,35,0.1007
proposed_contact_belief_tamp,combined_stress,0,0.5537,0.0186,0.0559,0.0061,0.0676,0.003,0.5578,0.0037,0.0477,0.0023,0.0737,0.0052,0.2135,0.0019,0.6167,0.0027,35,0.1
proposed_contact_belief_tamp,combined_stress,1,0.5548,0.0169,0.0577,0.0058,0.0673,0.0028,0.5579,0.0037,0.0475,0.0023,0.0732,0.0048,0.2135,0.0019,0.6176,0.0028,35,0.0973
proposed_contact_belief_tamp,combined_stress,2,0.5524,0.0181,0.0581,0.0066,0.0688,0.0025,0.5575,0.0036,0.046,0.0023,0.0737,0.005,0.2135,0.0019,0.6162,0.003,35,0.0986
proposed_contact_belief_tamp,combined_stress,3,0.5646,0.0171,0.0572,0.0059,0.0675,0.0031,0.5569,0.0028,0.0477,0.002,0.0732,0.0051,0.2135,0.0019,0.6189,0.0024,35,0.099
proposed_contact_belief_tamp,combined_stress,4,0.5653,0.018,0.0569,0.0059,0.0677,0.0026,0.5582,0.0041,0.0473,0.0025,0.0731,0.0051,0.2135,0.0019,0.6149,0.0024,35,0.0918
proposed_contact_belief_tamp,combined_stress,5,0.5633,0.0192,0.0573,0.0062,0.0689,0.0028,0.5637,0.0038,0.0481,0.0022,0.0741,0.0048,0.2135,0.0019,0.6183,0.0033,35,0.0908
proposed_contact_belief_tamp,combined_stress,6,0.5653,0.0192,0.058,0.0059,0.0692,0.0027,0.5593,0.0035,0.0481,0.0024,0.0733,0.0049,0.2135,0.0019,0.619,0.0027,35,0.0922
oracle_contact_outcome_planner,nominal,0,0.7299,0.014,0.0133,0.0019,0.0413,0.0015,0.6169,0.0038,0.0341,0.0017,0.0514,0.0028,0.1701,0.0011,0.7179,0.003,35,0.0
oracle_contact_outcome_planner,nominal,1,0.7306,0.0145,0.0133,0.0019,0.0429,0.0016,0.6171,0.0035,0.0337,0.0012,0.0518,0.0024,0.1701,0.0011,0.7175,0.0026,35,0.0
oracle_contact_outcome_planner,nominal,2,0.7466,0.015,0.0147,0.0022,0.0423,0.0014,0.6159,0.004,0.0317,0.0014,0.0526,0.002,0.1701,0.0011,0.7158,0.0027,35,0.0
oracle_contact_outcome_planner,nominal,3,0.731,0.0145,0.0147,0.0017,0.0407,0.0014,0.6173,0.0038,0.0328,0.0015,0.0523,0.0027,0.1701,0.0011,0.7183,0.0022,35,0.0
oracle_contact_outcome_planner,nominal,4,0.7378,0.0151,0.0128,0.0018,0.0408,0.0013,0.6165,0.0025,0.0332,0.0016,0.0517,0.0027,0.1701,0.0011,0.7174,0.0026,35,0.0
oracle_contact_outcome_planner,nominal,5,0.7371,0.0149,0.0124,0.0022,0.0415,0.0013,0.6161,0.0037,0.0324,0.0016,0.0506,0.0027,0.1701,0.0011,0.7158,0.0029,35,0.0
oracle_contact_outcome_planner,nominal,6,0.7316,0.0161,0.0145,0.0022,0.0423,0.0017,0.6167,0.0037,0.0317,0.0016,0.0531,0.0026,0.1701,0.0011,0.7203,0.0017,35,0.0
oracle_contact_outcome_planner,seen_shift,0,0.6922,0.0191,0.0173,0.002,0.045,0.0014,0.6163,0.0032,0.0352,0.0013,0.0548,0.0024,0.1805,0.0013,0.7064,0.0023,35,0.0
oracle_contact_outcome_planner,seen_shift,1,0.7048,0.0183,0.0147,0.0023,0.0439,0.0015,0.6139,0.0039,0.0348,0.0012,0.0545,0.0027,0.1805,0.0013,0.7062,0.0026,35,0.0
oracle_contact_outcome_planner,seen_shift,2,0.7051,0.0194,0.0144,0.0022,0.0433,0.0013,0.6152,0.0032,0.0352,0.0017,0.0546,0.0026,0.1805,0.0013,0.7062,0.0031,35,0.0
oracle_contact_outcome_planner,seen_shift,3,0.6973,0.0189,0.0158,0.0024,0.0443,0.001,0.6136,0.004,0.0344,0.0014,0.0536,0.0026,0.1805,0.0013,0.7052,0.0033,35,0.0
oracle_contact_outcome_planner,seen_shift,4,0.7122,0.0155,0.0152,0.0019,0.0438,0.0016,0.6138,0.0034,0.0355,0.0016,0.0549,0.0029,0.1805,0.0013,0.7045,0.0021,35,0.0
oracle_contact_outcome_planner,seen_shift,5,0.719,0.0156,0.0137,0.0022,0.044,0.0013,0.6159,0.0032,0.0336,0.0015,0.0551,0.003,0.1805,0.0013,0.704,0.0028,35,0.0
oracle_contact_outcome_planner,seen_shift,6,0.6969,0.0181,0.0139,0.0019,0.0446,0.0015,0.6169,0.0044,0.0338,0.0012,0.055,0.0024,0.1805,0.0013,0.7047,0.0021,35,0.0
oracle_contact_outcome_planner,unseen_object,0,0.6918,0.0117,0.0175,0.003,0.0465,0.0016,0.6144,0.0039,0.035,0.0012,0.0595,0.0036,0.186,0.0015,0.6972,0.0029,35,0.0
oracle_contact_outcome_planner,unseen_object,1,0.6735,0.0199,0.019,0.002,0.0455,0.0011,0.6124,0.0039,0.0362,0.0016,0.0595,0.0038,0.186,0.0015,0.6976,0.0023,35,0.0
oracle_contact_outcome_planner,unseen_object,2,0.7085,0.0135,0.0186,0.0022,0.044,0.0014,0.6112,0.0038,0.036,0.0017,0.0584,0.0037,0.186,0.0015,0.6998,0.0024,35,0.0
oracle_contact_outcome_planner,unseen_object,3,0.6827,0.0189,0.0168,0.0022,0.0459,0.0011,0.6152,0.0034,0.0362,0.0014,0.0594,0.0041,0.186,0.0015,0.698,0.0024,35,0.0
oracle_contact_outcome_planner,unseen_object,4,0.6833,0.0159,0.0159,0.0023,0.0452,0.0012,0.6136,0.0045,0.0353,0.0017,0.0583,0.0039,0.186,0.0015,0.6977,0.0023,35,0.0
oracle_contact_outcome_planner,unseen_object,5,0.699,0.0164,0.0165,0.0023,0.0441,0.0014,0.616,0.0038,0.0353,0.0017,0.0587,0.0039,0.186,0.0015,0.6971,0.0027,35,0.0
oracle_contact_outcome_planner,unseen_object,6,0.6956,0.0156,0.0175,0.0023,0.0446,0.0013,0.6147,0.0043,0.0338,0.0013,0.0596,0.0035,0.186,0.0015,0.6986,0.0027,35,0.0
oracle_contact_outcome_planner,unseen_contact,0,0.6796,0.0191,0.0188,0.0025,0.0476,0.0015,0.6127,0.0033,0.0355,0.0017,0.0576,0.003,0.1903,0.0016,0.6934,0.0027,35,0.0
oracle_contact_outcome_planner,unseen_contact,1,0.6803,0.0183,0.0177,0.0022,0.0467,0.0016,0.617,0.0038,0.0355,0.0013,0.0552,0.0033,0.1903,0.0016,0.6937,0.0026,35,0.0
oracle_contact_outcome_planner,unseen_contact,2,0.6789,0.0136,0.0189,0.0026,0.0467,0.0013,0.6143,0.0037,0.0356,0.0016,0.0557,0.0027,0.1903,0.0016,0.6946,0.0025,35,0.0
oracle_contact_outcome_planner,unseen_contact,3,0.682,0.0166,0.0194,0.0025,0.0471,0.0014,0.6099,0.0038,0.0366,0.0016,0.0562,0.0031,0.1903,0.0016,0.6927,0.0025,35,0.0
oracle_contact_outcome_planner,unseen_contact,4,0.6701,0.0159,0.0198,0.0029,0.0463,0.0016,0.6138,0.003,0.0371,0.0016,0.0563,0.0034,0.1903,0.0016,0.693,0.0022,35,0.0
oracle_contact_outcome_planner,unseen_contact,5,0.6963,0.0213,0.0187,0.0026,0.0458,0.0013,0.6129,0.0032,0.036,0.0016,0.0563,0.0032,0.1903,0.0016,0.6935,0.0023,35,0.0
oracle_contact_outcome_planner,unseen_contact,6,0.6796,0.0227,0.0193,0.0024,0.0471,0.0016,0.6149,0.0037,0.0358,0.0014,0.0563,0.003,0.1903,0.0016,0.6952,0.0026,35,0.0
oracle_contact_outcome_planner,combined_stress,0,0.6537,0.0173,0.0225,0.0028,0.0493,0.0014,0.6082,0.0036,0.036,0.0016,0.0614,0.004,0.1999,0.0019,0.6844,0.0026,35,0.0
oracle_contact_outcome_planner,combined_stress,1,0.652,0.0176,0.019,0.0026,0.0495,0.0018,0.6133,0.0032,0.0362,0.0014,0.0606,0.0036,0.1999,0.0019,0.6843,0.002,35,0.0
oracle_contact_outcome_planner,combined_stress,2,0.651,0.0187,0.0205,0.0026,0.0488,0.0016,0.6114,0.0044,0.0373,0.0015,0.0612,0.0037,0.1999,0.0019,0.6825,0.0023,35,0.0
oracle_contact_outcome_planner,combined_stress,3,0.6636,0.0153,0.0191,0.0025,0.0496,0.0015,0.613,0.0037,0.0377,0.0016,0.0605,0.0037,0.1999,0.0019,0.684,0.0028,35,0.0
oracle_contact_outcome_planner,combined_stress,4,0.6571,0.0168,0.0204,0.0029,0.05,0.0012,0.6118,0.0038,0.0377,0.0014,0.0614,0.0039,0.1999,0.0019,0.6811,0.0025,35,0.0
oracle_contact_outcome_planner,combined_stress,5,0.6541,0.0171,0.0212,0.0026,0.048,0.0017,0.6135,0.0036,0.0375,0.0015,0.0609,0.0038,0.1999,0.0019,0.6827,0.003,35,0.0
oracle_contact_outcome_planner,combined_stress,6,0.6575,0.0177,0.0201,0.0031,0.0487,0.0015,0.6113,0.0047,0.0371,0.0016,0.0612,0.0035,0.1999,0.0019,0.6821,0.0023,35,0.0
